Reactant_1_Name;Reactant_2_Name;Ligand_Short_Hand;Reagent_1_Short_Hand;Solvent_1_Short_Hand;Product_Yield_PCT_Area_UV;Product_Yield_Mass_Ion_Count
6-chloroquinoline;2b. Boronic Ester;dtbpf;K3PO4;THF;18.31;3937766.5
6-chloroquinoline;2b. Boronic Ester;XPhos;K3PO4;THF;68.31;4064385
6-chloroquinoline;2b. Boronic Ester;dppf;K3PO4;THF;25.51;1297004.75
6-chloroquinoline;2b. Boronic Ester;Xantphos;K3PO4;THF;3.54;282258.5
6-chloroquinoline;2b. Boronic Ester;None;K3PO4;THF;15.16;3016133.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;KOH;THF;44.63;2544067.25
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;KOH;THF;17.78;2859605.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;KOH;THF;25.22;1616123.25
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;KOH;THF;46.21;11547573
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;KOH;THF;7.62;378762.06
6-chloroquinoline;2b. Boronic Ester;CataCXium A;KOH;THF;33.61;6272064
6-chloroquinoline;2b. Boronic Ester;SPhos;KOH;THF;70.67;3749245
6-chloroquinoline;2b. Boronic Ester;dtbpf;KOH;THF;22.18;3763662.25
6-chloroquinoline;2b. Boronic Ester;XPhos;KOH;THF;79.94;4037992.5
6-chloroquinoline;2b. Boronic Ester;dppf;KOH;THF;28.72;1227147.63
6-chloroquinoline;2b. Boronic Ester;Xantphos;KOH;THF;4.56;354267.06
6-chloroquinoline;2b. Boronic Ester;None;KOH;THF;20.75;5120858
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;LiOtBu;THF;52.95;2676829.25
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;LiOtBu;THF;18.29;2564470.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;LiOtBu;THF;15.12;856250.94
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;LiOtBu;THF;18.51;4083928
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;LiOtBu;THF;9.07;454991.25
6-chloroquinoline;2b. Boronic Ester;CataCXium A;LiOtBu;THF;30.62;5507842.5
6-chloroquinoline;2b. Boronic Ester;SPhos;LiOtBu;THF;77.13;4044308.5
6-chloroquinoline;2b. Boronic Ester;dtbpf;LiOtBu;THF;18.22;3620247.25
6-chloroquinoline;2b. Boronic Ester;XPhos;LiOtBu;THF;92.53;4932660
6-chloroquinoline;2b. Boronic Ester;dppf;LiOtBu;THF;31.85;1399299.13
6-chloroquinoline;2b. Boronic Ester;Xantphos;LiOtBu;THF;3.51;313819.84
6-chloroquinoline;2b. Boronic Ester;None;LiOtBu;THF;23.33;5930031
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;Et3N;THF;58.57;3213819.5
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;Et3N;THF;18.11;2918481.75
6-chloroquinoline;2b. Boronic Ester;AmPhos;Et3N;THF;11.47;701219.44
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;Et3N;THF;15.75;3519854.5
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;Et3N;THF;7.3;556351.5
6-chloroquinoline;2b. Boronic Ester;CataCXium A;Et3N;THF;33.7;5664371
6-chloroquinoline;2b. Boronic Ester;SPhos;Et3N;THF;76.22;4134198.25
6-chloroquinoline;2b. Boronic Ester;dtbpf;Et3N;THF;17.93;3252103
6-chloroquinoline;2b. Boronic Ester;XPhos;Et3N;THF;91.76;5549021.5
6-chloroquinoline;2b. Boronic Ester;dppf;Et3N;THF;24.98;1486753.13
6-chloroquinoline;2b. Boronic Ester;Xantphos;Et3N;THF;5.14;480841.69
6-chloroquinoline;2b. Boronic Ester;None;Et3N;THF;18.45;3714506.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;None;THF;51.1;3043528.5
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;None;THF;17.49;3220206.5
6-chloroquinoline;2b. Boronic Ester;AmPhos;None;THF;31.05;2005464.5
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;None;THF;51.23;13547272
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;None;THF;6.84;449385.56
6-chloroquinoline;2b. Boronic Ester;CataCXium A;None;THF;77.06;19301484
6-chloroquinoline;2b. Boronic Ester;SPhos;None;THF;69.3;4086460.25
6-chloroquinoline;2b. Boronic Ester;dtbpf;None;THF;19.32;3728881
6-chloroquinoline;2b. Boronic Ester;XPhos;None;THF;84.83;5068238
6-chloroquinoline;2b. Boronic Ester;dppf;None;THF;24.25;1123599.63
6-chloroquinoline;2b. Boronic Ester;Xantphos;None;THF;7.35;591828.5
6-chloroquinoline;2b. Boronic Ester;None;None;THF;21.21;5263897.5
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;NaOH;DMF;25.34;1173901.5
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;NaOH;DMF;13.32;2430055.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;NaOH;DMF;11.93;569290.81
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;NaOH;DMF;13.92;2771868
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;NaOH;DMF;7.68;392699.84
6-chloroquinoline;2b. Boronic Ester;CataCXium A;NaOH;DMF;12.29;1355803.5
6-chloroquinoline;2b. Boronic Ester;SPhos;NaOH;DMF;72.38;3276145.75
6-chloroquinoline;2b. Boronic Ester;dtbpf;NaOH;DMF;18.45;2822078.5
6-chloroquinoline;2b. Boronic Ester;XPhos;NaOH;DMF;86.53;4099936.25
6-chloroquinoline;2b. Boronic Ester;dppf;NaOH;DMF;17;1163065.38
6-chloroquinoline;2b. Boronic Ester;Xantphos;NaOH;DMF;5.26;257151.34
6-chloroquinoline;2b. Boronic Ester;None;NaOH;DMF;17.19;4167761.5
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;NaHCO3;DMF;11.13;607654.75
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;NaHCO3;DMF;17.02;2283028.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;NaHCO3;DMF;8.53;339879.56
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;NaHCO3;DMF;32.5;8265355.5
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;NaHCO3;DMF;6.25;289927.41
6-chloroquinoline;2b. Boronic Ester;CataCXium A;NaHCO3;DMF;21.79;3179270.5
6-chloroquinoline;2b. Boronic Ester;SPhos;NaHCO3;DMF;46.5;1867114.5
6-chloroquinoline;2b. Boronic Ester;dtbpf;NaHCO3;DMF;15.45;1843393
6-chloroquinoline;2b. Boronic Ester;XPhos;NaHCO3;DMF;52.93;2240546.5
6-chloroquinoline;2b. Boronic Ester;dppf;NaHCO3;DMF;24.46;1527491.5
6-chloroquinoline;2b. Boronic Ester;Xantphos;NaHCO3;DMF;0.58;197315.23
6-chloroquinoline;2b. Boronic Ester;None;NaHCO3;DMF;13.34;1592875.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;CsF;DMF;4.3;237106.63
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;CsF;DMF;16.32;2341312.75
6-chloroquinoline;2b. Boronic Ester;AmPhos;CsF;DMF;9.25;444431.47
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;CsF;DMF;31.18;7332393
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;CsF;DMF;5.96;267680.5
6-chloroquinoline;2b. Boronic Ester;CataCXium A;CsF;DMF;21.02;3129187.75
6-chloroquinoline;2b. Boronic Ester;SPhos;CsF;DMF;56.86;2487034.5
6-chloroquinoline;2b. Boronic Ester;dtbpf;CsF;DMF;16.63;2259430.75
6-chloroquinoline;2b. Boronic Ester;XPhos;CsF;DMF;47.98;2064124
6-chloroquinoline;2b. Boronic Ester;dppf;CsF;DMF;24.08;1572660.75
6-chloroquinoline;2b. Boronic Ester;Xantphos;CsF;DMF;0.56;207291.52
6-chloroquinoline;2b. Boronic Ester;None;CsF;DMF;12.76;2282008.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;K3PO4;DMF;12.78;719971.81
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;K3PO4;DMF;15.29;2179274.5
6-chloroquinoline;2b. Boronic Ester;AmPhos;K3PO4;DMF;9.32;410133.28
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;K3PO4;DMF;26.25;6294247.5
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;K3PO4;DMF;7.24;320210.38
6-chloroquinoline;2b. Boronic Ester;CataCXium A;K3PO4;DMF;20.58;3146009.25
6-chloroquinoline;2b. Boronic Ester;SPhos;K3PO4;DMF;40.43;1766060.5
6-chloroquinoline;2b. Boronic Ester;dtbpf;K3PO4;DMF;15.78;2226935.25
6-chloroquinoline;2b. Boronic Ester;XPhos;K3PO4;DMF;40.46;1709850.13
6-chloroquinoline;2b. Boronic Ester;dppf;K3PO4;DMF;24.71;1589317.63
6-chloroquinoline;2b. Boronic Ester;Xantphos;K3PO4;DMF;0.6;231914.02
6-chloroquinoline;2b. Boronic Ester;None;K3PO4;DMF;0;69711.96
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;KOH;DMF;0;0
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;KOH;DMF;16.19;2116423.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;KOH;DMF;10.77;308820.34
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;KOH;DMF;14.09;2593956.75
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;KOH;DMF;7.58;378010.56
6-chloroquinoline;2b. Boronic Ester;CataCXium A;KOH;DMF;18.47;2469495
6-chloroquinoline;2b. Boronic Ester;SPhos;KOH;DMF;13.53;576300.88
6-chloroquinoline;2b. Boronic Ester;dtbpf;KOH;DMF;18.05;3120469.25
6-chloroquinoline;2b. Boronic Ester;XPhos;KOH;DMF;10.45;427736.31
6-chloroquinoline;2b. Boronic Ester;dppf;KOH;DMF;21.85;1411659.13
6-chloroquinoline;2b. Boronic Ester;Xantphos;KOH;DMF;7.37;264240.44
6-chloroquinoline;2b. Boronic Ester;None;KOH;DMF;16.58;3249666.5
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;LiOtBu;DMF;9.54;471182.66
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;LiOtBu;DMF;14.96;2332293.75
6-chloroquinoline;2b. Boronic Ester;AmPhos;LiOtBu;DMF;10.98;285901.19
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;LiOtBu;DMF;13.1;2450936.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;LiOtBu;DMF;8.04;339756.66
6-chloroquinoline;2b. Boronic Ester;CataCXium A;LiOtBu;DMF;17.26;2180156
6-chloroquinoline;2b. Boronic Ester;SPhos;LiOtBu;DMF;12.4;499029.47
6-chloroquinoline;2b. Boronic Ester;dtbpf;LiOtBu;DMF;17.26;2229369.75
6-chloroquinoline;2b. Boronic Ester;XPhos;LiOtBu;DMF;11.13;318896.47
6-chloroquinoline;2b. Boronic Ester;dppf;LiOtBu;DMF;21.36;1263930.25
6-chloroquinoline;2b. Boronic Ester;Xantphos;LiOtBu;DMF;6.48;224219.5
6-chloroquinoline;2b. Boronic Ester;None;LiOtBu;DMF;12.21;1867991.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;Et3N;DMF;5.84;271626.31
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;Et3N;DMF;15.7;2426566
6-chloroquinoline;2b. Boronic Ester;AmPhos;Et3N;DMF;9.8;304157
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;Et3N;DMF;13.13;2966235.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;Et3N;DMF;8.19;357113.97
6-chloroquinoline;2b. Boronic Ester;CataCXium A;Et3N;DMF;16.12;1950507.88
6-chloroquinoline;2b. Boronic Ester;SPhos;Et3N;DMF;10.75;449075.91
6-chloroquinoline;2b. Boronic Ester;dtbpf;Et3N;DMF;17.39;2592792.5
6-chloroquinoline;2b. Boronic Ester;XPhos;Et3N;DMF;9.9;337959.84
6-chloroquinoline;2b. Boronic Ester;dppf;Et3N;DMF;22.81;1364184.5
6-chloroquinoline;2b. Boronic Ester;Xantphos;Et3N;DMF;7.88;231737.75
6-chloroquinoline;2b. Boronic Ester;None;Et3N;DMF;12.91;2049785.63
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;None;DMF;6.69;287484.94
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;None;DMF;15.93;1933193.63
6-chloroquinoline;2b. Boronic Ester;AmPhos;None;DMF;8.94;300060.34
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;None;DMF;15.15;3527460
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;None;DMF;10.92;468650.84
6-chloroquinoline;2b. Boronic Ester;CataCXium A;None;DMF;19.53;2752980.75
6-chloroquinoline;2b. Boronic Ester;SPhos;None;DMF;15.42;621863.63
6-chloroquinoline;2b. Boronic Ester;dtbpf;None;DMF;16.88;2400734.5
6-chloroquinoline;2b. Boronic Ester;XPhos;None;DMF;8.47;321772.41
6-chloroquinoline;2b. Boronic Ester;dppf;None;DMF;24.3;1486146.25
6-chloroquinoline;2b. Boronic Ester;Xantphos;None;DMF;8.48;269584.5
6-chloroquinoline;2b. Boronic Ester;None;None;DMF;13.97;1656299.13
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;NaOH;MeOH;20.19;1052530.13
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;NaOH;MeOH;12.85;1632534.25
6-chloroquinoline;2b. Boronic Ester;AmPhos;NaOH;MeOH;8.82;345169.19
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;NaOH;MeOH;21.07;5034598
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;NaOH;MeOH;7.45;340494.38
6-chloroquinoline;2b. Boronic Ester;CataCXium A;NaOH;MeOH;42.98;6126892
6-chloroquinoline;2b. Boronic Ester;SPhos;NaOH;MeOH;63.06;2544584.25
6-chloroquinoline;2b. Boronic Ester;dtbpf;NaOH;MeOH;13.94;2170169
6-chloroquinoline;2b. Boronic Ester;XPhos;NaOH;MeOH;58.97;2117914
6-chloroquinoline;2b. Boronic Ester;dppf;NaOH;MeOH;15.37;1587732.63
6-chloroquinoline;2b. Boronic Ester;Xantphos;NaOH;MeOH;1.14;220931.89
6-chloroquinoline;2b. Boronic Ester;None;NaOH;MeOH;17.74;3581264.25
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;NaHCO3;MeOH;21.2;814233.44
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;NaHCO3;MeOH;11.91;1080769.38
6-chloroquinoline;2b. Boronic Ester;AmPhos;NaHCO3;MeOH;12.2;413617.88
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;NaHCO3;MeOH;30.49;4414495
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;NaHCO3;MeOH;7.67;222421.05
6-chloroquinoline;2b. Boronic Ester;CataCXium A;NaHCO3;MeOH;16.27;1280394
6-chloroquinoline;2b. Boronic Ester;SPhos;NaHCO3;MeOH;35.94;356986.22
6-chloroquinoline;2b. Boronic Ester;dtbpf;NaHCO3;MeOH;13.16;1554135.13
6-chloroquinoline;2b. Boronic Ester;XPhos;NaHCO3;MeOH;34.16;582198.5
6-chloroquinoline;2b. Boronic Ester;dppf;NaHCO3;MeOH;15.43;1154916.38
6-chloroquinoline;2b. Boronic Ester;Xantphos;NaHCO3;MeOH;5.38;179292.33
6-chloroquinoline;2b. Boronic Ester;None;NaHCO3;MeOH;15.75;1590995.5
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;CsF;MeOH;23.39;427678.38
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;CsF;MeOH;11.68;610211.38
6-chloroquinoline;2b. Boronic Ester;AmPhos;CsF;MeOH;9.8;246043.3
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;CsF;MeOH;18.07;2151265.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;CsF;MeOH;8.15;167788.81
6-chloroquinoline;2b. Boronic Ester;CataCXium A;CsF;MeOH;21.77;1723807.38
6-chloroquinoline;2b. Boronic Ester;SPhos;CsF;MeOH;14.38;405658.94
6-chloroquinoline;2b. Boronic Ester;dtbpf;CsF;MeOH;16.91;1085139.5
6-chloroquinoline;2b. Boronic Ester;XPhos;CsF;MeOH;16.18;477881.91
6-chloroquinoline;2b. Boronic Ester;dppf;CsF;MeOH;12.69;394364.69
6-chloroquinoline;2b. Boronic Ester;Xantphos;CsF;MeOH;3.86;147024.64
6-chloroquinoline;2b. Boronic Ester;None;CsF;MeOH;12.08;885817.81
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;K3PO4;MeOH;15.69;681204.5
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;K3PO4;MeOH;12.04;928665.75
6-chloroquinoline;2b. Boronic Ester;AmPhos;K3PO4;MeOH;10.09;319803.88
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;K3PO4;MeOH;19.35;2106624.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;K3PO4;MeOH;5.87;243659.55
6-chloroquinoline;2b. Boronic Ester;CataCXium A;K3PO4;MeOH;15.42;946277.13
6-chloroquinoline;2b. Boronic Ester;SPhos;K3PO4;MeOH;60.45;1818540.38
6-chloroquinoline;2b. Boronic Ester;dtbpf;K3PO4;MeOH;14.44;1178410.38
6-chloroquinoline;2b. Boronic Ester;XPhos;K3PO4;MeOH;51.75;2005372.88
6-chloroquinoline;2b. Boronic Ester;dppf;K3PO4;MeOH;16.13;1226730.5
6-chloroquinoline;2b. Boronic Ester;Xantphos;K3PO4;MeOH;7.56;300869.28
6-chloroquinoline;2b. Boronic Ester;None;K3PO4;MeOH;14.41;1554043.38
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;KOH;MeOH;15.32;537986.88
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;KOH;MeOH;11.81;1002004.88
6-chloroquinoline;2b. Boronic Ester;AmPhos;KOH;MeOH;11.2;241544.73
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;KOH;MeOH;21.42;2861117.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;KOH;MeOH;6.28;181919.41
6-chloroquinoline;2b. Boronic Ester;CataCXium A;KOH;MeOH;13.29;1049494.63
6-chloroquinoline;2b. Boronic Ester;SPhos;KOH;MeOH;60.4;1919016
6-chloroquinoline;2b. Boronic Ester;dtbpf;KOH;MeOH;14.57;1250646.38
6-chloroquinoline;2b. Boronic Ester;XPhos;KOH;MeOH;60.85;1681666
6-chloroquinoline;2b. Boronic Ester;dppf;KOH;MeOH;17.18;1029870.38
6-chloroquinoline;2b. Boronic Ester;Xantphos;KOH;MeOH;6.86;177431.16
6-chloroquinoline;2b. Boronic Ester;None;KOH;MeOH;16.29;1591588.38
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;LiOtBu;MeOH;17.43;202411.8
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;LiOtBu;MeOH;9.21;271583.81
6-chloroquinoline;2b. Boronic Ester;AmPhos;LiOtBu;MeOH;12.79;194826.23
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;LiOtBu;MeOH;23.45;1874166.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;LiOtBu;MeOH;8.07;185923.64
6-chloroquinoline;2b. Boronic Ester;CataCXium A;LiOtBu;MeOH;21.18;1144137.5
6-chloroquinoline;2b. Boronic Ester;SPhos;LiOtBu;MeOH;60.02;1496696
6-chloroquinoline;2b. Boronic Ester;dtbpf;LiOtBu;MeOH;16.56;855601.19
6-chloroquinoline;2b. Boronic Ester;XPhos;LiOtBu;MeOH;65.54;1397299.63
6-chloroquinoline;2b. Boronic Ester;dppf;LiOtBu;MeOH;17.74;866878.81
6-chloroquinoline;2b. Boronic Ester;Xantphos;LiOtBu;MeOH;8.53;117094.93
6-chloroquinoline;2b. Boronic Ester;None;LiOtBu;MeOH;16.48;865531.75
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;Et3N;MeOH;15.05;794160.25
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;Et3N;MeOH;11.91;1110910.75
6-chloroquinoline;2b. Boronic Ester;AmPhos;Et3N;MeOH;10.87;408784.41
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;Et3N;MeOH;22.2;2626389.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;Et3N;MeOH;6.7;262747.47
6-chloroquinoline;2b. Boronic Ester;CataCXium A;Et3N;MeOH;23.44;2524504
6-chloroquinoline;2b. Boronic Ester;SPhos;Et3N;MeOH;18.87;754312.69
6-chloroquinoline;2b. Boronic Ester;dtbpf;Et3N;MeOH;13.14;1055544.25
6-chloroquinoline;2b. Boronic Ester;XPhos;Et3N;MeOH;16.23;622633.44
6-chloroquinoline;2b. Boronic Ester;dppf;Et3N;MeOH;14.73;809843.5
6-chloroquinoline;2b. Boronic Ester;Xantphos;Et3N;MeOH;5.75;196021.5
6-chloroquinoline;2b. Boronic Ester;None;Et3N;MeOH;14.21;1044478.88
6-chloroquinoline;2b. Boronic Ester;P(tBu)3;None;MeOH;12.23;192642.59
6-chloroquinoline;2b. Boronic Ester;P(Ph)3 ;None;MeOH;11.61;333678.78
6-chloroquinoline;2b. Boronic Ester;AmPhos;None;MeOH;7.2;184354.7
6-chloroquinoline;2b. Boronic Ester;P(Cy)3;None;MeOH;15.05;695034.25
6-chloroquinoline;2b. Boronic Ester;P(o-Tol)3;None;MeOH;7.86;126492.72
6-chloroquinoline;2b. Boronic Ester;CataCXium A;None;MeOH;19.76;777341.69
6-chloroquinoline;2b. Boronic Ester;SPhos;None;MeOH;9.62;344516.06
6-chloroquinoline;2b. Boronic Ester;dtbpf;None;MeOH;10.82;639103.25
6-chloroquinoline;2b. Boronic Ester;XPhos;None;MeOH;10.31;309538.69
6-chloroquinoline;2b. Boronic Ester;dppf;None;MeOH;13.63;263871.69
6-chloroquinoline;2b. Boronic Ester;Xantphos;None;MeOH;6.74;64452.25
6-chloroquinoline;2b. Boronic Ester;None;None;MeOH;15.53;1952070.75
6-triflatequinoline;2c. Trifluoroborate;None;None;MeCN;13.98;39759.32
6-triflatequinoline;2c. Trifluoroborate;P(tBu)3;None;MeCN;7.97;312537.16
6-triflatequinoline;2c. Trifluoroborate;P(Ph)3 ;None;MeCN;12.28;1537346.88
6-triflatequinoline;2c. Trifluoroborate;AmPhos;None;MeCN;7.25;2349765.25
6-triflatequinoline;2c. Trifluoroborate;P(Cy)3;None;MeCN;5.75;698852.25
6-triflatequinoline;2c. Trifluoroborate;P(o-Tol)3;None;MeCN;9.46;694242.19
6-triflatequinoline;2c. Trifluoroborate;CataCXium A;None;MeCN;8.71;1005624.25
6-triflatequinoline;2c. Trifluoroborate;SPhos;None;MeCN;9.46;325063.63
6-triflatequinoline;2c. Trifluoroborate;dtbpf;None;MeCN;10.98;383955.91
6-triflatequinoline;2c. Trifluoroborate;XPhos;None;MeCN;10.67;148122.31
6-triflatequinoline;2c. Trifluoroborate;dppf;None;MeCN;15.34;276124.63
6-triflatequinoline;2c. Trifluoroborate;Xantphos;None;MeCN;12.16;141184.36
6-triflatequinoline;2c. Trifluoroborate;None;NaOH;MeCN;15.14;191087.67
6-triflatequinoline;2c. Trifluoroborate;P(tBu)3;NaOH;MeCN;17.9;449927.66
6-triflatequinoline;2c. Trifluoroborate;P(Ph)3 ;NaOH;MeCN;16.76;1145288.5
6-triflatequinoline;2c. Trifluoroborate;AmPhos;NaOH;MeCN;15.53;1615532.88
6-triflatequinoline;2c. Trifluoroborate;P(Cy)3;NaOH;MeCN;15.45;225725.48
6-triflatequinoline;2c. Trifluoroborate;P(o-Tol)3;NaOH;MeCN;16.58;616811.31
6-triflatequinoline;2c. Trifluoroborate;CataCXium A;NaOH;MeCN;17.09;644307.25
6-triflatequinoline;2c. Trifluoroborate;SPhos;NaOH;MeCN;15.62;752844.5
6-triflatequinoline;2c. Trifluoroborate;dtbpf;NaOH;MeCN;18.56;960398.44
6-triflatequinoline;2c. Trifluoroborate;XPhos;NaOH;MeCN;16.83;381554.19
6-triflatequinoline;2c. Trifluoroborate;dppf;NaOH;MeCN;19.36;778517.13
6-triflatequinoline;2c. Trifluoroborate;Xantphos;NaOH;MeCN;15.82;94987.23
6-triflatequinoline;2c. Trifluoroborate;None;KOH;MeCN;18.17;693387.81
6-triflatequinoline;2c. Trifluoroborate;P(tBu)3;KOH;MeCN;13.59;1429435.25
6-triflatequinoline;2c. Trifluoroborate;P(Ph)3 ;KOH;MeCN;13.24;1602850.5
6-triflatequinoline;2c. Trifluoroborate;AmPhos;KOH;MeCN;12.03;1422151.88
6-triflatequinoline;2c. Trifluoroborate;P(Cy)3;KOH;MeCN;12.97;317227.13
6-triflatequinoline;2c. Trifluoroborate;P(o-Tol)3;KOH;MeCN;12.55;1283470.5
6-triflatequinoline;2c. Trifluoroborate;CataCXium A;KOH;MeCN;14.22;1134406.88
6-triflatequinoline;2c. Trifluoroborate;SPhos;KOH;MeCN;8.83;429640.75
6-triflatequinoline;2c. Trifluoroborate;dtbpf;KOH;MeCN;11.38;689789.31
6-triflatequinoline;2c. Trifluoroborate;XPhos;KOH;MeCN;10.59;256547
6-triflatequinoline;2c. Trifluoroborate;dppf;KOH;MeCN;16.69;2276604.25
6-triflatequinoline;2c. Trifluoroborate;Xantphos;KOH;MeCN;10.42;210362.13
6-triflatequinoline;2c. Trifluoroborate;None;LiOtBu;MeCN;11.59;394822.88
6-triflatequinoline;2c. Trifluoroborate;P(tBu)3;LiOtBu;MeCN;9.7;642489.88
6-triflatequinoline;2c. Trifluoroborate;P(Ph)3 ;LiOtBu;MeCN;16.66;2190162.5
6-triflatequinoline;2c. Trifluoroborate;AmPhos;LiOtBu;MeCN;13.76;2883710.5
6-triflatequinoline;2c. Trifluoroborate;P(Cy)3;LiOtBu;MeCN;9.29;485391.97
6-triflatequinoline;2c. Trifluoroborate;P(o-Tol)3;LiOtBu;MeCN;10.11;540740.25
6-triflatequinoline;2c. Trifluoroborate;CataCXium A;LiOtBu;MeCN;10.18;452010.25
6-triflatequinoline;2c. Trifluoroborate;SPhos;LiOtBu;MeCN;9.43;426109.78
6-triflatequinoline;2c. Trifluoroborate;dtbpf;LiOtBu;MeCN;14.21;1265034.63
6-triflatequinoline;2c. Trifluoroborate;XPhos;LiOtBu;MeCN;12.72;339779.34
6-triflatequinoline;2c. Trifluoroborate;dppf;LiOtBu;MeCN;14.01;151202.14
6-triflatequinoline;2c. Trifluoroborate;Xantphos;LiOtBu;MeCN;11.28;171550.23
6-triflatequinoline;2c. Trifluoroborate;None;NaHCO3;MeCN;11.84;580973.38
6-triflatequinoline;2c. Trifluoroborate;P(tBu)3;NaHCO3;MeCN;11.55;813256.69
6-triflatequinoline;2c. Trifluoroborate;P(Ph)3 ;NaHCO3;MeCN;15.61;1635639.75
6-triflatequinoline;2c. Trifluoroborate;AmPhos;NaHCO3;MeCN;13.45;2647783
6-triflatequinoline;2c. Trifluoroborate;P(Cy)3;NaHCO3;MeCN;11.63;1246817
6-triflatequinoline;2c. Trifluoroborate;P(o-Tol)3;NaHCO3;MeCN;11.83;963642.06
6-triflatequinoline;2c. Trifluoroborate;CataCXium A;NaHCO3;MeCN;15.68;994668.56
6-triflatequinoline;2c. Trifluoroborate;SPhos;NaHCO3;MeCN;10.54;947374.31
